movie_title,year,genre_score,genre_split,scaled_audience_rating,studio_name
Percy Jackson & the Olympians: The Lightning Thief,2010,1.0,Action,0.53,20th Century Fox
Percy Jackson & the Olympians: The Lightning Thief,2010,1.0,Adventure,0.53,20th Century Fox
Percy Jackson & the Olympians: The Lightning Thief,2010,5.0,Comedy,0.53,20th Century Fox
Percy Jackson & the Olympians: The Lightning Thief,2010,0.0,Drama,0.53,20th Century Fox
Percy Jackson & the Olympians: The Lightning Thief,2010,0.0,Science Fiction,0.53,20th Century Fox
Percy Jackson & the Olympians: The Lightning Thief,2010,3.0,Fantasy,0.53,20th Century Fox
Please Give,2010,5.0,Comedy,0.64,Sony Pictures Classics
12 Angry Men (Twelve Angry Men),1957,0.0,Classics,0.97,Criterion Collection
12 Angry Men (Twelve Angry Men),1957,0.0,Drama,0.97,Criterion Collection
"20,000 Leagues Under The Sea",1954,1.0,Action,0.74,Disney
"20,000 Leagues Under The Sea",1954,1.0,Adventure,0.74,Disney
"20,000 Leagues Under The Sea",1954,0.0,Drama,0.74,Disney
"20,000 Leagues Under The Sea",1954,5.0,Kids,0.74,Disney
"20,000 Leagues Under The Sea",1954,4.0,Family,0.74,Disney
"10,000 B.C.",2008,1.0,Action,0.37,Warner Bros. Pictures
"10,000 B.C.",2008,1.0,Adventure,0.37,Warner Bros. Pictures
"10,000 B.C.",2008,0.0,Classics,0.37,Warner Bros. Pictures
"10,000 B.C.",2008,0.0,Drama,0.37,Warner Bros. Pictures
The 39 Steps,1935,1.0,Action,0.86,Gaumont British Distributors
The 39 Steps,1935,1.0,Adventure,0.86,Gaumont British Distributors
The 39 Steps,1935,0.0,Classics,0.86,Gaumont British Distributors
The 39 Steps,1935,-2.0,Mystery,0.86,Gaumont British Distributors
The 39 Steps,1935,-4.0,Suspense,0.86,Gaumont British Distributors
The Lost City,2005,0.0,Drama,0.64,Magnolia Pictures
Adam's Rib,1949,0.0,Classics,0.86,MGM Home Entertainment
Adam's Rib,1949,5.0,Comedy,0.86,MGM Home Entertainment
Adam's Rib,1949,1.0,Romance,0.86,MGM Home Entertainment
The Bridge of San Luis Rey,2005,0.0,Art House,0.35,Fine Line Features
The Bridge of San Luis Rey,2005,0.0,International,0.35,Fine Line Features
The Bridge of San Luis Rey,2005,0.0,Drama,0.35,Fine Line Features
The Bridge of San Luis Rey,2005,2.0,Faith,0.35,Fine Line Features
The Bridge of San Luis Rey,2005,2.0,Spirituality,0.35,Fine Line Features
Criminal,2004,0.0,Drama,0.57,Warner Bros. Pictures
Criminal,2004,-2.0,Mystery,0.57,Warner Bros. Pictures
Criminal,2004,-4.0,Suspense,0.57,Warner Bros. Pictures
Deep Blue,2005,0.0,Documentary,0.8,Miramax Flims
Deep Blue,2005,3.0,Special Interest,0.8,Miramax Flims
The Adventures of Robin Hood,1938,1.0,Action,0.89,Warner Bros.
The Adventures of Robin Hood,1938,1.0,Adventure,0.89,Warner Bros.
The Adventures of Robin Hood,1938,0.0,Classics,0.89,Warner Bros.
The Adventures of Robin Hood,1938,1.0,Romance,0.89,Warner Bros.
Tristan & Isolde,2006,0.0,Drama,0.71,20th Century Fox
Tristan & Isolde,2006,0.0,Science Fiction,0.71,20th Century Fox
Tristan & Isolde,2006,3.0,Fantasy,0.71,20th Century Fox
Tristan & Isolde,2006,1.0,Romance,0.71,20th Century Fox
Running Scared,2006,1.0,Action,0.79,New Line Cinema
Running Scared,2006,1.0,Adventure,0.79,New Line Cinema
Running Scared,2006,0.0,Drama,0.79,New Line Cinema
Running Scared,2006,-2.0,Mystery,0.79,New Line Cinema
Running Scared,2006,-4.0,Suspense,0.79,New Line Cinema
Ultraviolet,2006,1.0,Action,0.3,Sony Pictures
Ultraviolet,2006,1.0,Adventure,0.3,Sony Pictures
Ultraviolet,2006,0.0,Drama,0.3,Sony Pictures
Ultraviolet,2006,-5.0,Horror,0.3,Sony Pictures
Ultraviolet,2006,0.0,Science Fiction,0.3,Sony Pictures
Ultraviolet,2006,3.0,Fantasy,0.3,Sony Pictures
Arthur and the Invisibles (Arthur and the Minimoys),2007,2.0,Animation,0.56,MGM
Arthur and the Invisibles (Arthur and the Minimoys),2007,5.0,Kids,0.56,MGM
Arthur and the Invisibles (Arthur and the Minimoys),2007,4.0,Family,0.56,MGM
Arthur and the Invisibles (Arthur and the Minimoys),2007,0.0,Science Fiction,0.56,MGM
Arthur and the Invisibles (Arthur and the Minimoys),2007,3.0,Fantasy,0.56,MGM
Eternal,2004,-5.0,Horror,0.4,Regent Releasing
Eternal,2004,-2.0,Mystery,0.4,Regent Releasing
Eternal,2004,-4.0,Suspense,0.4,Regent Releasing
The Matador,2006,1.0,Action,0.65,The Weinstein Company
The Matador,2006,1.0,Adventure,0.65,The Weinstein Company
The Matador,2006,5.0,Comedy,0.65,The Weinstein Company
The Matador,2006,0.0,Drama,0.65,The Weinstein Company
The Matador,2006,-2.0,Mystery,0.65,The Weinstein Company
The Matador,2006,-4.0,Suspense,0.65,The Weinstein Company
The Intruder (L'Intrus),2005,0.0,Art House,0.73,Wellspring
The Intruder (L'Intrus),2005,0.0,International,0.73,Wellspring
The Intruder (L'Intrus),2005,0.0,Drama,0.73,Wellspring
Saint Ralph,2005,5.0,Comedy,0.85,IDP
Saint Ralph,2005,0.0,Drama,0.85,IDP
The Baxter,2005,5.0,Comedy,0.75,IFC Films
The Baxter,2005,1.0,Romance,0.75,IFC Films
Oliver Twist,2005,0.0,Drama,0.63,Sony Pictures
Oliver Twist,2005,5.0,Kids,0.63,Sony Pictures
Oliver Twist,2005,4.0,Family,0.63,Sony Pictures
The Alamo,1960,1.0,Action,0.63,Batjac Productions
The Alamo,1960,1.0,Adventure,0.63,Batjac Productions
The Alamo,1960,0.0,Classics,0.63,Batjac Productions
The Alamo,1960,0.0,Drama,0.63,Batjac Productions
The Alamo,1960,0.0,Western,0.63,Batjac Productions
G,2005,0.0,Drama,0.6,Slow Hand Cinema
G,2005,1.0,Romance,0.6,Slow Hand Cinema
Aliens,1986,1.0,Action,0.94,20th Century Fox
Aliens,1986,1.0,Adventure,0.94,20th Century Fox
Aliens,1986,-5.0,Horror,0.94,20th Century Fox
Aliens,1986,0.0,Science Fiction,0.94,20th Century Fox
Aliens,1986,3.0,Fantasy,0.94,20th Century Fox
All About Eve,1950,0.0,Classics,0.94,20th Century Fox
All About Eve,1950,0.0,Drama,0.94,20th Century Fox
When Do We Eat?,2006,5.0,Comedy,0.68,ThinkFilm
The Mostly Unfabulous Social Life of Ethan Green,2006,5.0,Comedy,0.58,Regent Releasing
The Mostly Unfabulous Social Life of Ethan Green,2006,0.0,Drama,0.58,Regent Releasing
Dirty,2006,0.0,Drama,0.42,SNP Inc.
Stay Alive,2006,-5.0,Horror,0.55,Buena Vista
Stay Alive,2006,-2.0,Mystery,0.55,Buena Vista
Stay Alive,2006,-4.0,Suspense,0.55,Buena Vista
All the King's Men,1949,0.0,Classics,0.78,Sony Pictures Home Entertainment
All the King's Men,1949,0.0,Drama,0.78,Sony Pictures Home Entertainment
Street Fight,2005,0.0,Documentary,0.93,Marshall Curry Productions
Street Fight,2005,3.0,Special Interest,0.93,Marshall Curry Productions
The Motel,2005,5.0,Comedy,0.64,Palm Pictures
The Motel,2005,0.0,Drama,0.64,Palm Pictures
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,0.0,Documentary,0.8,Miramax
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,3.0,Sports,0.8,Miramax
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006,3.0,Fitness,0.8,Miramax
Requiem,2006,0.0,Art House,0.66,IFC First Take
Requiem,2006,0.0,International,0.66,IFC First Take
Requiem,2006,0.0,Drama,0.66,IFC First Take
Requiem,2006,-5.0,Horror,0.66,IFC First Take
Requiem,2006,-2.0,Mystery,0.66,IFC First Take
Requiem,2006,-4.0,Suspense,0.66,IFC First Take
Amazing Grace,2007,0.0,Drama,0.85,Samuel Goldwyn Films LLC
Amazing Grace,2007,-2.0,Mystery,0.85,Samuel Goldwyn Films LLC
Amazing Grace,2007,-4.0,Suspense,0.85,Samuel Goldwyn Films LLC
The Situation,2006,0.0,Drama,0.58,Shadow Distribution
The Situation,2006,-2.0,Mystery,0.58,Shadow Distribution
The Situation,2006,-4.0,Suspense,0.58,Shadow Distribution
Slipstream,2007,0.0,Art House,0.29,Strand Releasing
Slipstream,2007,0.0,International,0.29,Strand Releasing
Slipstream,2007,5.0,Comedy,0.29,Strand Releasing
Slipstream,2007,0.0,Drama,0.29,Strand Releasing
Slipstream,2007,0.0,Science Fiction,0.29,Strand Releasing
Slipstream,2007,3.0,Fantasy,0.29,Strand Releasing
Delirious,2007,5.0,Comedy,0.57,Peace Arch Films
Delirious,2007,0.0,Drama,0.57,Peace Arch Films
Interview,2007,0.0,Art House,0.55,Sony Classics
Interview,2007,0.0,International,0.55,Sony Classics
Interview,2007,0.0,Drama,0.55,Sony Classics
The Ten,2007,5.0,Comedy,0.4,ThinkFilm
The Happening,2008,0.0,Drama,0.24,20th Century Fox
The Happening,2008,-2.0,Mystery,0.24,20th Century Fox
The Happening,2008,-4.0,Suspense,0.24,20th Century Fox
The Happening,2008,0.0,Science Fiction,0.24,20th Century Fox
The Happening,2008,3.0,Fantasy,0.24,20th Century Fox
Molière,2007,5.0,Comedy,0.79,Sony Pictures Classics
Alexandra,2007,0.0,Drama,0.69,The Cinema Guild
The Cool School,2008,0.0,Documentary,0.63,Arthouse Films
The Cool School,2008,2.0,Musical,0.63,Arthouse Films
The Cool School,2008,3.0,Performing Arts,0.63,Arthouse Films
Disney's A Christmas Carol,2009,2.0,Animation,0.58,Walt Disney Studios
Disney's A Christmas Carol,2009,0.0,Drama,0.58,Walt Disney Studios
Disney's A Christmas Carol,2009,5.0,Kids,0.58,Walt Disney Studios
Disney's A Christmas Carol,2009,4.0,Family,0.58,Walt Disney Studios
Disney's A Christmas Carol,2009,0.0,Science Fiction,0.58,Walt Disney Studios
Disney's A Christmas Carol,2009,3.0,Fantasy,0.58,Walt Disney Studios
Deep Water,2006,0.0,Documentary,0.87,IFC Films
Deep Water,2006,3.0,Special Interest,0.87,IFC Films
Beverly Hills Chihuahua,2008,5.0,Comedy,0.52,Walt Disney Pictures
Fireflies in the Garden,2011,0.0,Drama,0.45,Senator Entertainment
The Eye,2008,0.0,Drama,0.43,Lionsgate Films
The Eye,2008,-5.0,Horror,0.43,Lionsgate Films
The Eye,2008,-2.0,Mystery,0.43,Lionsgate Films
The Eye,2008,-4.0,Suspense,0.43,Lionsgate Films
My Best Friend's Girl,2008,5.0,Comedy,0.46,Lionsgate
My Best Friend's Girl,2008,0.0,Drama,0.46,Lionsgate
The Midnight Meat Train,2008,0.0,Drama,0.5,Lionsgate Films
The Midnight Meat Train,2008,-5.0,Horror,0.5,Lionsgate Films
The Midnight Meat Train,2008,-2.0,Mystery,0.5,Lionsgate Films
The Midnight Meat Train,2008,-4.0,Suspense,0.5,Lionsgate Films
The Lucky Ones,2008,5.0,Comedy,0.54,Lionsgate
The Lucky Ones,2008,0.0,Drama,0.54,Lionsgate
Run Fatboy Run,2007,5.0,Comedy,0.64,Picturehouse
Whiteout,2009,1.0,Action,0.21,Warner Bros. Pictures
Whiteout,2009,1.0,Adventure,0.21,Warner Bros. Pictures
Whiteout,2009,0.0,Drama,0.21,Warner Bros. Pictures
Whiteout,2009,-2.0,Mystery,0.21,Warner Bros. Pictures
Whiteout,2009,-4.0,Suspense,0.21,Warner Bros. Pictures
Wild Child,2008,5.0,Comedy,0.61,Universal Pictures
King Corn,2007,0.0,Documentary,0.78,Balcony Releasing
King Corn,2007,2.0,Musical,0.78,Balcony Releasing
King Corn,2007,3.0,Performing Arts,0.78,Balcony Releasing
King Corn,2007,3.0,Special Interest,0.78,Balcony Releasing
Darfur Now,2007,0.0,Documentary,0.73,Warner Independent Pictures
Darfur Now,2007,0.0,Drama,0.73,Warner Independent Pictures
Darfur Now,2007,2.0,Musical,0.73,Warner Independent Pictures
Darfur Now,2007,3.0,Performing Arts,0.73,Warner Independent Pictures
Darfur Now,2007,3.0,Special Interest,0.73,Warner Independent Pictures
Rails & Ties,2007,0.0,Drama,0.58,Warner Independent
Canvas,2007,0.0,Drama,0.62,Screen Media Films
Saawariya,2007,0.0,Art House,0.46,Sony Pictures
Saawariya,2007,0.0,International,0.46,Sony Pictures
Saawariya,2007,0.0,Drama,0.46,Sony Pictures
Saawariya,2007,2.0,Musical,0.46,Sony Pictures
Saawariya,2007,3.0,Performing Arts,0.46,Sony Pictures
Saawariya,2007,1.0,Romance,0.46,Sony Pictures
Flawless,2008,0.0,Drama,0.54,Magnolia Pictures
Flawless,2008,-2.0,Mystery,0.54,Magnolia Pictures
Flawless,2008,-4.0,Suspense,0.54,Magnolia Pictures
What Happens in Vegas,2008,5.0,Comedy,0.65,20th Century Fox
What Happens in Vegas,2008,1.0,Romance,0.65,20th Century Fox
Appaloosa,2008,1.0,Action,0.55,Warner Bros. Pictures
Appaloosa,2008,1.0,Adventure,0.55,Warner Bros. Pictures
Appaloosa,2008,0.0,Western,0.55,Warner Bros. Pictures
Good,2008,0.0,Drama,0.32,ThinkFilm
The Visitor,2008,0.0,Drama,0.84,Overture Films
Married Life,2008,5.0,Comedy,0.36,Sony Classics
Married Life,2008,0.0,Drama,0.36,Sony Classics
Married Life,2008,-2.0,Mystery,0.36,Sony Classics
Married Life,2008,-4.0,Suspense,0.36,Sony Classics
Married Life,2008,1.0,Romance,0.36,Sony Classics
Untraceable,2008,0.0,Drama,0.52,Sony/Screen Gems
Untraceable,2008,-5.0,Horror,0.52,Sony/Screen Gems
Untraceable,2008,-2.0,Mystery,0.52,Sony/Screen Gems
Untraceable,2008,-4.0,Suspense,0.52,Sony/Screen Gems
The Informers,2009,0.0,Drama,0.18,Senator International
The Informers,2009,-2.0,Mystery,0.18,Senator International
The Informers,2009,-4.0,Suspense,0.18,Senator International
Meeting Resistance,2007,0.0,Documentary,0.47,IFC
Meeting Resistance,2007,3.0,Special Interest,0.47,IFC
The Freshman,1990,5.0,Comedy,0.61,Sony Pictures Home Entertainment
The Freshman,1990,0.0,Drama,0.61,Sony Pictures Home Entertainment
The Rocker,2008,5.0,Comedy,0.46,Fox Atomic
The Rocker,2008,0.0,Drama,0.46,Fox Atomic
The Perfect Holiday,2007,5.0,Kids,0.52,Yari Film Group
The Perfect Holiday,2007,4.0,Family,0.52,Yari Film Group
The Perfect Holiday,2007,1.0,Romance,0.52,Yari Film Group
La Graine et le Mulet (The Secret of the Grain) (Couscous),2007,0.0,Art House,0.76,IFC Films
La Graine et le Mulet (The Secret of the Grain) (Couscous),2007,0.0,International,0.76,IFC Films
La Graine et le Mulet (The Secret of the Grain) (Couscous),2007,0.0,Drama,0.76,IFC Films
Land of the Lost,2009,1.0,Action,0.32,Universal Pictures
Land of the Lost,2009,1.0,Adventure,0.32,Universal Pictures
Land of the Lost,2009,5.0,Comedy,0.32,Universal Pictures
Land of the Lost,2009,0.0,Science Fiction,0.32,Universal Pictures
Land of the Lost,2009,3.0,Fantasy,0.32,Universal Pictures
[Rec],2007,0.0,Art House,0.82,Odeon Sky Filmworks
[Rec],2007,0.0,International,0.82,Odeon Sky Filmworks
[Rec],2007,-5.0,Horror,0.82,Odeon Sky Filmworks
[Rec],2007,3.0,Special Interest,0.82,Odeon Sky Filmworks
Look,2007,5.0,Comedy,0.56,Liberated Artists
Look,2007,0.0,Drama,0.56,Liberated Artists
The Box,2009,-5.0,Horror,0.24,Warner Bros. Pictures
The Box,2009,-2.0,Mystery,0.24,Warner Bros. Pictures
The Box,2009,-4.0,Suspense,0.24,Warner Bros. Pictures
The Box,2009,0.0,Science Fiction,0.24,Warner Bros. Pictures
The Box,2009,3.0,Fantasy,0.24,Warner Bros. Pictures
Man in the Chair,2007,5.0,Comedy,0.68,Outsider Films
Man in the Chair,2007,0.0,Drama,0.68,Outsider Films
21,2008,0.0,Drama,0.66,Sony/Columbia Pictures
21,2008,-2.0,Mystery,0.66,Sony/Columbia Pictures
21,2008,-4.0,Suspense,0.66,Sony/Columbia Pictures
The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),2007,0.0,Art House,0.52,IFC First Take
The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),2007,0.0,International,0.52,IFC First Take
The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),2007,0.0,Drama,0.52,IFC First Take
The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),2007,1.0,Romance,0.52,IFC First Take
Ben X,2007,0.0,Art House,0.8,Film Movement
Ben X,2007,0.0,International,0.8,Film Movement
Ben X,2007,0.0,Drama,0.8,Film Movement
Ben X,2007,-2.0,Mystery,0.8,Film Movement
Ben X,2007,-4.0,Suspense,0.8,Film Movement
Body of Lies,2008,0.0,Drama,0.62,Warner Bros. Pictures
Body of Lies,2008,-2.0,Mystery,0.62,Warner Bros. Pictures
Body of Lies,2008,-4.0,Suspense,0.62,Warner Bros. Pictures
The Grand,2008,5.0,Comedy,0.43,Anchor Bay Entertainment
The Hammer,2007,5.0,Comedy,0.9,IFC Films
Shutter,2008,-5.0,Horror,0.33,20th Century Fox
Shutter,2008,-2.0,Mystery,0.33,20th Century Fox
Shutter,2008,-4.0,Suspense,0.33,20th Century Fox
Priest,2011,1.0,Action,0.46,Screen Gems/SONY PICTURES
Priest,2011,1.0,Adventure,0.46,Screen Gems/SONY PICTURES
Priest,2011,-5.0,Horror,0.46,Screen Gems/SONY PICTURES
Priest,2011,-2.0,Mystery,0.46,Screen Gems/SONY PICTURES
Priest,2011,-4.0,Suspense,0.46,Screen Gems/SONY PICTURES
Priest,2011,0.0,Science Fiction,0.46,Screen Gems/SONY PICTURES
Priest,2011,3.0,Fantasy,0.46,Screen Gems/SONY PICTURES
Priest,2011,0.0,Western,0.46,Screen Gems/SONY PICTURES
The Escapist,2008,0.0,Art House,0.64,IFC Films
The Escapist,2008,0.0,International,0.64,IFC Films
The Escapist,2008,-2.0,Mystery,0.64,IFC Films
The Escapist,2008,-4.0,Suspense,0.64,IFC Films
Sugar,2008,0.0,Drama,0.8,Sony Classics
Sugar,2008,3.0,Sports,0.8,Sony Classics
Sugar,2008,3.0,Fitness,0.8,Sony Classics
Quid Pro Quo,2008,0.0,Drama,0.54,Magnolia Pictures
Quid Pro Quo,2008,-2.0,Mystery,0.54,Magnolia Pictures
Quid Pro Quo,2008,-4.0,Suspense,0.54,Magnolia Pictures
Red,2008,0.0,Drama,0.69,Magnolia Pictures
Red,2008,-2.0,Mystery,0.69,Magnolia Pictures
Red,2008,-4.0,Suspense,0.69,Magnolia Pictures
The Road,2009,0.0,Drama,0.68,The Weinstein Co./Dimension
The Road,2009,-2.0,Mystery,0.68,The Weinstein Co./Dimension
The Road,2009,-4.0,Suspense,0.68,The Weinstein Co./Dimension
The Road,2009,0.0,Science Fiction,0.68,The Weinstein Co./Dimension
The Road,2009,3.0,Fantasy,0.68,The Weinstein Co./Dimension
G-Force,2009,1.0,Action,0.39,Walt Disney Pictures
G-Force,2009,1.0,Adventure,0.39,Walt Disney Pictures
G-Force,2009,5.0,Comedy,0.39,Walt Disney Pictures
G-Force,2009,5.0,Kids,0.39,Walt Disney Pictures
G-Force,2009,4.0,Family,0.39,Walt Disney Pictures
G-Force,2009,0.0,Science Fiction,0.39,Walt Disney Pictures
G-Force,2009,3.0,Fantasy,0.39,Walt Disney Pictures
The Other Man,2008,0.0,Drama,0.18,Image Entertainment
The Duchess,2008,0.0,Drama,0.67,Paramount Vantage
The Women,2008,5.0,Comedy,0.38,Picturehouse Entertainment
The Women,2008,0.0,Drama,0.38,Picturehouse Entertainment
Public Enemies,2009,1.0,Action,0.59,Universal Studios
Public Enemies,2009,1.0,Adventure,0.59,Universal Studios
Public Enemies,2009,0.0,Drama,0.59,Universal Studios
Julia,2009,0.0,Art House,0.67,Magnolia Pictures
Julia,2009,0.0,International,0.67,Magnolia Pictures
Julia,2009,0.0,Drama,0.67,Magnolia Pictures
Julia,2009,-2.0,Mystery,0.67,Magnolia Pictures
Julia,2009,-4.0,Suspense,0.67,Magnolia Pictures
Old Dogs,2009,5.0,Comedy,0.44,Walt Disney Pictures
Old Dogs,2009,0.0,Drama,0.44,Walt Disney Pictures
Old Dogs,2009,5.0,Kids,0.44,Walt Disney Pictures
Old Dogs,2009,4.0,Family,0.44,Walt Disney Pictures
Surrogates,2009,1.0,Action,0.38,Touchstone Pictures
Surrogates,2009,1.0,Adventure,0.38,Touchstone Pictures
Surrogates,2009,5.0,Comedy,0.38,Touchstone Pictures
Surrogates,2009,-2.0,Mystery,0.38,Touchstone Pictures
Surrogates,2009,-4.0,Suspense,0.38,Touchstone Pictures
Surrogates,2009,0.0,Science Fiction,0.38,Touchstone Pictures
Surrogates,2009,3.0,Fantasy,0.38,Touchstone Pictures
The Promotion,2008,5.0,Comedy,0.28,Weinstein Company
Notorious,2009,0.0,Drama,0.65,Fox Searchlight Pictures
Notorious,2009,2.0,Musical,0.65,Fox Searchlight Pictures
Notorious,2009,3.0,Performing Arts,0.65,Fox Searchlight Pictures
Soul Men,2008,5.0,Comedy,0.58,MGM
Soul Men,2008,2.0,Musical,0.58,MGM
Soul Men,2008,3.0,Performing Arts,0.58,MGM
Igor,2008,2.0,Animation,0.38,MGM
Igor,2008,5.0,Comedy,0.38,MGM
Igor,2008,5.0,Kids,0.38,MGM
Igor,2008,4.0,Family,0.38,MGM
Sin Nombre,2009,0.0,Drama,0.89,Focus Features
Sin Nombre,2009,-2.0,Mystery,0.89,Focus Features
Sin Nombre,2009,-4.0,Suspense,0.89,Focus Features
The Stone Angel,2007,0.0,Drama,0.58,Vivendi Entertainment
Alvin and the Chipmunks: The Squeakquel,2009,2.0,Animation,0.49,20th Century Fox
Alvin and the Chipmunks: The Squeakquel,2009,5.0,Comedy,0.49,20th Century Fox
Alvin and the Chipmunks: The Squeakquel,2009,5.0,Kids,0.49,20th Century Fox
Alvin and the Chipmunks: The Squeakquel,2009,4.0,Family,0.49,20th Century Fox
Un Conte de Noël (A Christmas Tale),2008,0.0,Art House,0.66,IFC Films
Un Conte de Noël (A Christmas Tale),2008,0.0,International,0.66,IFC Films
Un Conte de Noël (A Christmas Tale),2008,5.0,Comedy,0.66,IFC Films
Un Conte de Noël (A Christmas Tale),2008,0.0,Drama,0.66,IFC Films
"1,000 Times Good Night",2014,0.0,Drama,0.65,Film Movement
Push,2009,-2.0,Mystery,0.42,Summit Entertainment
Push,2009,-4.0,Suspense,0.42,Summit Entertainment
Push,2009,0.0,Science Fiction,0.42,Summit Entertainment
Push,2009,3.0,Fantasy,0.42,Summit Entertainment
Felon,2008,1.0,Action,0.82,Sony Pictures Entertainment
Felon,2008,1.0,Adventure,0.82,Sony Pictures Entertainment
Felon,2008,0.0,Drama,0.82,Sony Pictures Entertainment
Felon,2008,-2.0,Mystery,0.82,Sony Pictures Entertainment
Felon,2008,-4.0,Suspense,0.82,Sony Pictures Entertainment
Scar,2007,0.0,Drama,0.11,Unknown
Scar,2007,-5.0,Horror,0.11,Unknown
Scar,2007,-2.0,Mystery,0.11,Unknown
Scar,2007,-4.0,Suspense,0.11,Unknown
The Unborn,2009,-5.0,Horror,0.3,Rogue Pictures
The Unborn,2009,-2.0,Mystery,0.3,Rogue Pictures
The Unborn,2009,-4.0,Suspense,0.3,Rogue Pictures
Chocolate,2008,1.0,Action,0.73,Magnolia Pictures
Chocolate,2008,1.0,Adventure,0.73,Magnolia Pictures
Chocolate,2008,0.0,Art House,0.73,Magnolia Pictures
Chocolate,2008,0.0,International,0.73,Magnolia Pictures
Splinter,2008,-5.0,Horror,0.49,Magnolia Pictures/Magnet Pictures
Splinter,2008,-2.0,Mystery,0.49,Magnolia Pictures/Magnet Pictures
Splinter,2008,-4.0,Suspense,0.49,Magnolia Pictures/Magnet Pictures
Leaves of Grass,2010,5.0,Comedy,0.49,First Look Studios
Leaves of Grass,2010,0.0,Drama,0.49,First Look Studios
Leaves of Grass,2010,-2.0,Mystery,0.49,First Look Studios
Leaves of Grass,2010,-4.0,Suspense,0.49,First Look Studios
The Proposal,2009,5.0,Comedy,0.67,Walt Disney Pictures
The Proposal,2009,1.0,Romance,0.67,Walt Disney Pictures
Gigantic,2009,5.0,Comedy,0.34,First Independent Pictures
Gigantic,2009,1.0,Romance,0.34,First Independent Pictures
Orphan,2009,0.0,Drama,0.63,Warner Bros. Pictures
Orphan,2009,-5.0,Horror,0.63,Warner Bros. Pictures
Orphan,2009,-2.0,Mystery,0.63,Warner Bros. Pictures
Orphan,2009,-4.0,Suspense,0.63,Warner Bros. Pictures
The Hangover,2009,5.0,Comedy,0.84,Warner Bros. Pictures
The Stepfather,2009,-5.0,Horror,0.34,Screen Gems
The Stepfather,2009,-2.0,Mystery,0.34,Screen Gems
The Stepfather,2009,-4.0,Suspense,0.34,Screen Gems
Okuribito (Departures),2009,0.0,Art House,0.92,Regent Releasing
Okuribito (Departures),2009,0.0,International,0.92,Regent Releasing
Okuribito (Departures),2009,0.0,Drama,0.92,Regent Releasing
Season of the Witch,2011,1.0,Action,0.3,Relativity Media
Season of the Witch,2011,1.0,Adventure,0.3,Relativity Media
Season of the Witch,2011,0.0,Drama,0.3,Relativity Media
Season of the Witch,2011,-2.0,Mystery,0.3,Relativity Media
Season of the Witch,2011,-4.0,Suspense,0.3,Relativity Media
Season of the Witch,2011,0.0,Science Fiction,0.3,Relativity Media
Season of the Witch,2011,3.0,Fantasy,0.3,Relativity Media
Shuttle,2009,-2.0,Mystery,0.36,Magnolia Pictures
Shuttle,2009,-4.0,Suspense,0.36,Magnolia Pictures
Miss March,2009,5.0,Comedy,0.3,20th Century Fox
An American Affair,2009,0.0,Drama,0.41,Screen Media Films
An American Affair,2009,-2.0,Mystery,0.41,Screen Media Films
An American Affair,2009,-4.0,Suspense,0.41,Screen Media Films
Grace,2009,0.0,Drama,0.31,Anchor Bay Entertainment
Grace,2009,-5.0,Horror,0.31,Anchor Bay Entertainment
The Red Baron (Der rote Baron),2008,1.0,Action,0.43,Monterey Media
The Red Baron (Der rote Baron),2008,1.0,Adventure,0.43,Monterey Media
The Red Baron (Der rote Baron),2008,0.0,Drama,0.43,Monterey Media
The Red Baron (Der rote Baron),2008,1.0,Romance,0.43,Monterey Media
Happy Tears,2010,5.0,Comedy,0.21,Roadside Attractions
Happy Tears,2010,0.0,Drama,0.21,Roadside Attractions
Mammoth (Mammut),2009,0.0,Art House,0.63,IFC Films
Mammoth (Mammut),2009,0.0,International,0.63,IFC Films
Mammoth (Mammut),2009,0.0,Drama,0.63,IFC Films
The Messenger,2009,0.0,Drama,0.75,Oscilloscope Pictures
The Messenger,2009,1.0,Romance,0.75,Oscilloscope Pictures
Venkovský Ucitel (The Country Teacher),2008,0.0,Art House,0.72,Film Movement
Venkovský Ucitel (The Country Teacher),2008,0.0,International,0.72,Film Movement
Venkovský Ucitel (The Country Teacher),2008,0.0,Drama,0.72,Film Movement
The Apartment,1960,0.0,Classics,0.94,United Artists
The Apartment,1960,5.0,Comedy,0.94,United Artists
The Apartment,1960,0.0,Drama,0.94,United Artists
The Apartment,1960,1.0,Romance,0.94,United Artists
Fame,2009,0.0,Drama,0.36,MGM
Fame,2009,2.0,Musical,0.36,MGM
Fame,2009,3.0,Performing Arts,0.36,MGM
Fame,2009,1.0,Romance,0.36,MGM
Outrage,2009,0.0,Documentary,0.76,Magnolia Pictures
Skin,2009,0.0,Art House,0.79,Elysian Films
Skin,2009,0.0,International,0.79,Elysian Films
Skin,2009,0.0,Drama,0.79,Elysian Films
Skin,2009,-2.0,Mystery,0.79,Elysian Films
Skin,2009,-4.0,Suspense,0.79,Elysian Films
